"workerId","MostAttach","Compliance","time"
"AJRY9ALX8069Y","Cat",1,"1"
"A27SMEOPKV84VI","Dog",0,"1"
"A51U5BEIC5XVR","Dog",1,"1"
"A2C73Y1COWCA51","Cat",1,"1"
"A110KENBXU7SUJ","Cat",0,"1"
"A3KP8KFGG6734Q","Dog",0,"1"
"A3UJSDFJ9LBQ6Z","Dog",0,"1"
"A36DK84J5YJ942","Dog",1,"1"
"A3ROADR7T6811","Cat",0,"1"
"A3PRZRK9IC5CBI","Cat",0,"1"
"AD14EQ9O9JKRI","Cat",0,"1"
"A25CZJEFKXF4UV","Dog",0,"1"
"A2TUUIV61CR0C7","Dog",0,"1"
"A26NGLGGFTATVN","Dog",1,"1"
"A320QA9HJFUOZO","Cat",0,"1"
"A1P6OXEJ86HQRM","Dog",0,"1"
"A1LRJ4U04532TM","Cat",0,"1"
"A3LT7W355XOAKF","Cat",0,"1"
"A2INXY39KBM92F","Dog",0,"1"
"A1F34ZP6YNI98F","Cat",1,"1"
"A3FYWUZK52IC2J","Dog",0,"1"
"A7T06JMP6BTDS","Dog",1,"1"
"A1E77HZO63E334","Cat",0,"1"
"A1RDRK3QTM7U96","Cat",1,"1"
"A2Y2YQU4CFG53R","Cat",1,"1"
"A1T643M1P572AA","Cat",0,"1"
"AJFJ6VXZJKSXD","Dog",0,"1"
"A394JO4NEPCY3M","Dog",0,"1"
"A1DZMZTXWOM9MR","Cat",0,"1"
"A2XQ3CFB5HT2ZQ","Dog",1,"1"
"A2DSSNN45FH4PG","Dog",1,"1"
"A2YFTTVAH9AFXU","Dog",0,"1"
"A2SM1GBN4ARGM4","Dog",1,"1"
"A2541C8MY0BYV3","Dog",1,"1"
"A2RHE12CJSKCRE","Cat",0,"1"
"A4IH4CO046EV3","Dog",0,"1"
"A12IHTKQFQIPD1","Dog",0,"1"
"A1PAMVTKGCXSWQ","Dog",0,"1"
"A2JP9IKRHNLRPI","Cat",0,"1"
"A1L2N1X8U8Z3W7","Dog",0,"1"
"A2E2UARVOVDR9Y","Cat",0,"1"
"A365LPN3R3J2HU","Cat",0,"1"
"A2RR04JS69Z5LE","Cat",0,"1"
"AF033TO8ZZ42K","Dog",1,"1"
"A16QTQ08VJZB7V","Cat",0,"1"
"ACJ6NSCIWMUZI","Dog",0,"1"
"A2P76QVLSGJR45","Dog",0,"1"
"A30EI064NHQEQO","Cat",0,"1"
"A2FARB7LA24AU8","Cat",0,"1"
"A3HC7AQFCYT5GJ","Dog",0,"1"
"A2C4R0TBPZGWTD","Cat",0,"1"
"A39PRBPSKA7A49","Dog",0,"1"
"AYY7JSAD0SGXL","Cat",0,"1"
"A82VN0BRUIMNO","Dog",0,"1"
"A1OKMU27HBN9T3","Cat",0,"1"
"A1ONTPD4RQHVYK","Dog",1,"1"
"A10ZWTCLFOJP16","Cat",0,"1"
"A2ERVMLDRFQH5X","Cat",0,"1"
"A3CI73EFDLS3OF","Dog",0,"1"
"A371H3PQPR2Z8J","Cat",0,"1"
"A2LZ0TBYJ91GYQ","Dog",0,"1"
"A1VC85P4XYKS4D","Dog",1,"1"
"A1HAEDUFPS233D","Cat",0,"1"
"ANFU1VR457XZ5","Cat",0,"1"
"A3IGWYBMJ5NBBJ","Cat",0,"1"
"A115BHSWY8R1KU","Dog",0,"1"
"AIL7AUHB1IVAW","Dog",1,"1"
"A1L69N4ECWU93U","Cat",0,"1"
"A33ZLN05SVEI66","Dog",0,"1"
"A2Q7BWWDXGQJQR","Dog",0,"1"
"A1JRO16F0QBADP","Dog",1,"1"
"A1KFUXSVGSHL5Z","Dog",0,"1"
"AJQGWGESKQT4Y","Dog",0,"1"
"A39N2R47D03TZD","Dog",1,"1"
"A2MEM0P4XT9PN7","Dog",0,"1"
"A14EYTLSMJRPUK","Dog",0,"1"
"A1P8TUHKN8M62X","Dog",1,"1"
"A1BPBUD67XIJXM","Cat",1,"1"
"A37AWU2VH1ZIXX","Dog",1,"1"
"A3UF6XXFFRR237","Dog",0,"1"
"A9LSEP71DNP4O","Dog",0,"1"
"A3819RK0CXM0T9","Dog",0,"1"
"A1X2J73SSA05TD","Cat",0,"1"
"A130P4M9JPT4YA","Dog",0,"1"
"A2EED3HLTA96CP","Cat",0,"1"
"A345VDWYMDWTGD","Cat",1,"1"
"A1ZQ7A1CUV6RD8","Cat",0,"1"
"A1J8TVICSRC70W","Dog",1,"1"
"A3KQEFX15OV461","Cat",0,"1"
"AC53GS6RNZLVE","Cat",0,"1"
"ASCRSCFCIHGWU","Dog",1,"1"
"AS4NIEQJWCG3M","Cat",0,"1"
"AU5RW3OQBKMU7","Dog",0,"1"
"A3UN1F1EOHKKE6","Cat",0,"1"
"A1F4TB5AD4LKLO","Dog",0,"1"
"A1AF25FCVKC87X","Cat",0,"1"
"A2A91NSJ5LMGOT","Dog",0,"1"
"A1R0689JPSQ3OF","Dog",0,"1"
"A3F51C49T9A34D","Dog",0,"1"
"A2VPCWI6X1QCDF","Dog",1,"1"
"AAYL7UAXO9E4T","Dog",0,"1"
"A2OBQ9KZ4GIHUG","Cat",0,"1"
"A111ERBYMJ3IAA","Cat",0,"1"
"A18DXQDAY3A7DB","Dog",0,"1"
"A1P47Q6LZPLQ6P","Dog",0,"1"
"AN2TLMRZF7DW8","Cat",0,"1"
"A1DS5O8MSI3ZH0","Cat",0,"1"
"A17OSPGV41FZ7P","Cat",0,"1"
"A3D2U4QF7821ZW","Cat",0,"1"
"A2VR26FH6ZRMWF","Cat",0,"1"
"A3DAJROQC1BLNI","Cat",0,"1"
"AMXYSR7Y0JNSR","Dog",1,"1"
"ASL9DJYE4F92C","Dog",0,"1"
"A3BGCHI2LSGHMQ","Cat",0,"1"
"A37X1GHLB2HCX7","Cat",1,"1"
"A2IQ0QCTQ3KWLT","Dog",0,"1"
"AY20GP97EYIOU","Dog",1,"1"
"AW02W1A865GT4","Cat",0,"1"
"AA8PZKO9XGCKO","Cat",0,"1"
"A30CVB0SLB9OLN","Cat",0,"1"
"AU7A3QNJF3O00","Dog",0,"1"
"A1LFOS4GL90HWU","Dog",0,"1"
"A2LR1HKNOVDTJ8","Cat",0,"1"
"A3AIRKDB2DMC7U","Dog",1,"1"
"A1KGOO9FQZKDQG","Dog",1,"1"
"A1SX9DT3XHX845","Cat",0,"1"
"A3QN9B9ZS1CWWM","Dog",0,"1"
"ANPCXN619ACW9","Dog",0,"1"
"A1HIFA234B4LTH","Dog",0,"1"
"A2H8HVANGF4A58","Cat",0,"1"
"A1BH4UY07PJ6CJ","Cat",1,"1"
"AWDU600NXZ26L","Dog",0,"1"
"AMTTB8JUWRRM7","Cat",0,"1"
"A3CTXWISODY7D8","Cat",0,"1"
"A20XJDZ9VQPAHK","Cat",1,"1"
"A22VLXXVIEJSD1","Dog",0,"1"
"A2LAE5LO34AK","Cat",1,"1"
"AG7G6ZGG73JP7","Cat",0,"1"
"A1LXW53Z5S9XG","Cat",0,"1"
"A3G5IPGLH1IIZN","Dog",0,"1"
"A3NKBB58VQJY9Z","Dog",0,"1"
"A3KVKK1XLBTSN3","Dog",0,"1"
"AGRKG3YT3KMD8","Cat",0,"1"
"A26BQ33MHKVYFB","Cat",0,"1"
"AQOXSP4W3ITSW","Cat",0,"1"
"A1PRC3RZTT0I96","Dog",0,"1"
"A3B4CNX1GH6O54","Dog",0,"1"
"A2ARBS1CHRQFNL","Dog",0,"1"
"A2HM5WU1XILZJ1","Dog",0,"1"
"A20IA63WXHF683","Cat",0,"1"
"A1C3EDF8Y07YET","Dog",0,"1"
"A1NAFUPBPLK3E","Cat",0,"1"
"AUJINI09VX2RO","Cat",0,"1"
"A22EBXRMK6TOTJ","Cat",0,"1"
"A3KWA2HVFR4VZO","Cat",0,"1"
"A2N6FYJAL406AF","Dog",0,"1"
"A1V5VJE32G7HDE","Dog",1,"1"
"A9MGD6PRW1N7K","Cat",0,"1"
"A2Z4ITRZP76ID1","Dog",0,"1"
"A1362Z1A98OYI0","Dog",0,"1"
"A1MJX6Q6BTWA6","Dog",0,"1"
"A1EUBMQ86K32XE","Dog",1,"1"
"A1I72NHC21347A","Dog",0,"1"
"A1OAR421WY7JR3","Cat",0,"1"
"A1C7XI68SED8JE","Cat",0,"1"
"A2CFE6AZS73RNS","Dog",0,"1"
"ADJNEKYVF2F8Q","Cat",1,"1"
"A2VNSNAN1LZBAM","Dog",0,"1"
"A25R725Y3Y1IVV","Dog",1,"1"
"A3KCG6O1OOK3Y5","Dog",1,"1"
"A38G96U9JZU3CW","Cat",0,"1"
"A2K607J3Z68WRR","Dog",0,"1"
"A27F3CFU0GK2OO","Dog",0,"1"
"A1NMYQY4IRFUZ0","Dog",1,"1"
"A2WYCY1FMQOD5F","Dog",0,"1"
"A2AGU9ANONDYTS","Cat",0,"1"
"A2QX3YJXAAHHVV","Dog",1,"1"
"A3FJCLBK3HF4PD","Dog",1,"1"
"A3ABAYPIXFEJ7O","Dog",1,"1"
"A2VFEDAK5C1E1O","Dog",0,"1"
"A258COTB80Y3UZ","Cat",0,"1"
"A3F9IQB0297J9D","Cat",1,"1"
"AXPZAP62ZYWP8","Dog",1,"1"
"A2OVWCQ4B9AHFY","Cat",0,"1"
"A3DS5B06ZCD3E3","Cat",1,"1"
"A31P9Z3VBQM1PB","Cat",0,"1"
"A3JRVW867JTPT9","Cat",0,"1"
"A4XZS2EY43OLT","Dog",0,"1"
"A25KM5DM1Z09ZN","Dog",1,"1"
"AE363E5ESWSXJ","Dog",0,"1"
"A2M47ONTL35B3A","Dog",0,"1"
"A2DX9PJPZFJ2WW","Dog",0,"1"
"AWQP20VVZBLSF","Dog",1,"1"
"A1LXWWKE2YB3AL","Cat",1,"1"
"A1P458P1C6JOXP","Dog",0,"1"
"A2FO6J0H70OW05","Dog",1,"1"
"A2I3IM3RJO2OL0","Dog",0,"1"
"A2H4SM7PEAK10H","Dog",0,"1"
"A1B1DPJRVIAV3L","Dog",1,"1"
"A240RKZ8GYB5NF","Cat",0,"1"
"A2WJMGV0HKQG3Z","Dog",1,"1"
"AU3EV1ZS4045M","Cat",1,"1"
"ARWN6TT8EWCFJ","Dog",0,"1"
"A1BNEJ2Q76JNF3","Cat",0,"1"
"AZ79FR04OLJX8","Dog",1,"1"
"A32IAD1WJK16F3","Dog",0,"1"
"AW5O1RK3W60FC","Cat",1,"1"
"A2HWVOAY0YG55M","Dog",0,"1"
"A298AYDS89U2HF","Dog",1,"1"
"A36HFMF9Z4BGS8","Dog",0,"1"
"A18E40NA5DJQCR","Dog",1,"1"
"A1JI19KPIVNL3Y","Cat",0,"1"
"A16Z9FSSF1X74O","Cat",0,"1"
"A1HKB73TUJ5Z42","Dog",1,"1"
"A36P1ZQ0GYF567","Dog",0,"1"
"A1EQLY98F5PJYP","Dog",1,"1"
"A11WDOF1NX74OM","Dog",1,"1"
"A25ZOL1H79DW0P","Dog",0,"1"
"A3ZWMVK6GNTJ8","Dog",0,"1"
"AK1Y09TWU3IQ6","Cat",0,"1"
"A2PSR3CMNR1R9X","Dog",0,"1"
"AJNQ2PBD07FKE","Dog",0,"1"
"A3EU5MDWHNWZO4","Dog",0,"1"
"A3RLCGRXA34GC0","Dog",0,"1"
"A3SGNO9VQJFTGE","Dog",0,"1"
"AHXZR2MEZEVOW","Cat",0,"1"
"A25OK203N0QYH2","Cat",1,"1"
"A32AFV5GNN54WX","Dog",0,"1"
"A2N1SLTD9SIVLR","Cat",0,"1"
"AQYYBOOF0846O","Dog",0,"1"
"A163J5TEJBO43B","Cat",0,"1"
"A36U69I2XHMZ46","Dog",0,"1"
"A2MDFKOD2G3R4D","Cat",0,"1"
"AZ8KL6F16ZS7G","Dog",0,"1"
"A1TD88JHBU0VET","Cat",0,"1"
"A24BRTWG07T53Z","Dog",0,"1"
"A6BT4LGS56TC1","Dog",0,"1"
"A39GADIK8RLMVC","Dog",0,"1"
"A3NQK6VK36A4GA","Dog",0,"1"
"ASYFM140OEZZ9","Dog",0,"1"
"A2F5AZQ55LXHKT","Dog",0,"1"
"ANPKT83QAFZS4","Cat",1,"1"
"A2RCYLKY072XXO","Dog",0,"1"
"A3B9OZQTE4US3T","Dog",0,"1"
"AZMEJXNF0ZRPV","Cat",0,"1"
"AJUBNSU16BHOE","Dog",0,"1"
"AKU98LCT727Z4","Dog",0,"1"
"A1PVBXVZ1L7AN9","Dog",1,"1"
"A2K54VYAGSEL2O","Cat",0,"1"
"AMPB8XFG3TNOQ","Dog",0,"1"
"A2SOHTPWH4VGP5","Dog",0,"1"
"A1BNYBF79IQ89T","Dog",0,"1"
"AAOEHS9LFB8KA","Cat",0,"1"
"A1GMVCWXQPG8ZR","Dog",0,"1"
"A1965YUA0W1JP3","Dog",1,"1"
"A2JF9HSD5SXY7X","Dog",0,"1"
"A14R4LVM677HIN","Dog",1,"1"
"A2J7PEUIO2WVUN","Dog",0,"1"
"A88DXNDGDUWEN","Cat",0,"1"
"AIHHRINW9IN1I","Dog",0,"1"
"A18QKM5Z69TLS","Dog",1,"1"
"A1M2C19J1J2SNU","Dog",0,"1"
"A2G5J5BO3G76O8","Dog",0,"1"
"A1KXESMB9K7504","Dog",1,"1"
"A235G4AYMLOO9","Dog",1,"1"
"A3FTR5MN7ZLS8M","Dog",0,"1"
"A13FUEPWBCLBUY","Cat",0,"1"
"A2C7A6E70NYNUI","Cat",0,"1"
"A2LMAE6UDBTZM7","Dog",0,"1"
"A3AEU131BOFE9C","Dog",1,"1"
"A25ZZOSL7MVU22","Dog",1,"1"
"A10ECDDI2BYH3K","Dog",0,"1"
"A3AY0315YWWNXY","Dog",0,"1"
"A10249252O9I20MRSOBVF","Dog",0,"1"
"A1HWB810RJBV2K","Dog",1,"1"
"A2JCK494NV7TFX","Dog",0,"1"
"A1LYCT0JFADQDJ","Dog",1,"1"
"A2223XYV804AY7","Cat",0,"1"
"A3V2QTK6JKV2ZI","Dog",0,"1"
"A9IVKB32DAYBS","Dog",1,"1"
"AO6PLHG9VY5X9","Dog",1,"1"
"A1BWS5AD2T4NIR","Dog",1,"1"
"A3EZ3BRM1C5WKV","Dog",1,"1"
"AS4FVWL91C6HR","Dog",1,"1"
"ANVXAMUEBGV8N","Cat",0,"1"
"AKHYHJIQNGWIL","Dog",0,"1"
"AGCTV5JJ8N4SG","Dog",1,"1"
"ARI1EMAHUA9PO","Cat",1,"1"
"A3IU2E7QCWYEZI","Dog",0,"1"
"ADXRJFEHIDXRE","Cat",0,"1"
"A3UYF2OT5REMG0","Dog",1,"1"
"A2K9PB0U45O0MU","Cat",0,"1"
"A36CQIFWEDEECU","Dog",1,"1"
"A2ZWVX2M5VEUTU","Dog",1,"1"
"A4HQEI5GW8KM2","Dog",1,"1"
"A3PK3Z1LPKK4KV","Dog",0,"1"
"A2ZDXFFGSPHGBE","Cat",1,"1"
"A2NDRGZ8OBLKSF","Dog",1,"1"
"AV5FCKI1TTSKR","Cat",0,"1"
"AL8KOIH1DJ7D9","Cat",1,"1"
"A36MOV8E6SYHCR","Cat",1,"1"
"A13DD9WSQZ2D2M","Dog",0,"1"
"A3RUUTINBKU8YE","Dog",0,"1"
"A1Z27X99F97JSR","Dog",1,"1"
"A2A1FS0KVLJ9ZT","Cat",1,"1"
"A8C3WNWRBWUXO","Dog",0,"1"
"AVT79B8F5O9LI","Cat",0,"1"
"AN9MVFWRCF2OP","Dog",0,"1"
"A33L61XKPX76DB","Cat",1,"1"
"A1UCB0D27PY623","Cat",0,"1"
"A2TKFZQRNAZS1L","Cat",0,"1"
"A26RO8GGTQAXGG","Cat",0,"1"
"A2N8FYNKM133KF","Cat",0,"1"
"A1F9KLZGHE9DTA","Cat",0,"1"
"A3FY6THWKRYN9M","Dog",0,"1"
"A87D3K9YVKTQ7","Dog",1,"1"
"ALF9AAZGQP4K5","Dog",0,"1"
"A10YS8AVLQWUZZ","Cat",0,"1"
"A38TZK07ON180S","Dog",0,"1"
"A2W0G89O7E9EFO","Cat",0,"1"
"A2DVJ6OMVVYTC7","Dog",0,"1"
"A35QZFRG4FKK3Z","Dog",0,"1"
"AAS0V105QISPM","Cat",0,"1"
"A1GD7ISOXO1XFZ","Cat",0,"1"
"A3L1DZWXQFWB90","Dog",0,"1"
"A1B14CS9DW7008","Cat",0,"1"
"AXJ1PE87PD0KK","Cat",0,"1"
"A3TP06ZKSDOPAO","Cat",0,"1"
"A38E0LSBY662SJ","Dog",0,"1"
"AURYD2FH3FUOQ","Dog",0,"1"
"A22KRF782ELLB0","Cat",0,"1"
"A3RDH0U2H6JCBC","Cat",0,"1"
"A35URY1EZUKSLE","Dog",0,"1"
"A3COX7JDQM70YL","Dog",1,"1"
"A3PGUPNMOU5BPW","Dog",0,"1"
"A2W5MSZP0O4Y2P","Cat",0,"1"
"AXVL79LAL2OPX","Dog",0,"1"
"A25JGIX3IGUR37","Cat",1,"1"
"A2O7LNRIBPIHAF","Dog",0,"1"
"A254R700WJ37YA","Dog",1,"1"
"A1FKRZKU1H9YFC","Cat",1,"1"
"A2HHKBW8HQWI66","Dog",0,"1"
"AP9WIQ4P78XLH","Cat",0,"1"
"A2EMTSJS47K8SU","Dog",0,"1"
"A3E7TFNJS9CGQ0","Dog",1,"1"
"AO46MWFKLP3ZN","Dog",1,"1"
"A1160COTUR26JZ","Dog",0,"1"
"AM6IK8SGF072V","Dog",1,"1"
"A1TBRQBLEJI3O5","Dog",0,"1"
"A1WHMJTDRL7M9K","Cat",1,"1"
"A1CR7O77ZW0QQU","Dog",1,"1"
"AAASQIW3J32OL","Cat",0,"1"
"A3O5RKGH6VB19C","Dog",0,"1"
"A1PKCBFB4QY19G","Cat",0,"1"
"A1EJ4HA4K85PBJ","Dog",0,"1"
"A3AGU4FBSDDVYS","Cat",0,"1"
"A2SBVXGIPLC0D","Cat",0,"1"
"A2GRWJOOSAT94F","Cat",0,"1"
"A11ZX9XUANWSAU","Dog",0,"1"
"A1H8IKYOVX8AWA","Cat",1,"1"
"A2RLY2I4U06ETD","Dog",0,"1"
"A25ZA4IBIEZGNC","Cat",0,"1"
"A2W5BVSBD1G08A","Dog",0,"1"
"A339YQ2DS0BS8R","Dog",1,"1"
"A2RBG0G82ULSZC","Dog",0,"1"
"A11DJHOJ5CEV4A","Cat",1,"1"
"A3QDBNW2H8EMFW","Dog",1,"1"
"AO1QGAUZ85T6L","Cat",0,"1"
"A3QNCW3LR2AVOV","Cat",0,"1"
"A23NUJAGS4J5N","Dog",1,"1"
"A1RT9SQ9D9DLOV","Dog",0,"1"
"A1ARVYX1OWJRUK","Dog",0,"1"
"A1G452MFAS690B","Cat",0,"1"
"A2QQFGD7K7AHK8","Cat",0,"1"
"A3HE75FVA00JSF","Dog",0,"1"
"A1RL6LTB8DSNVE","Cat",0,"1"
"AOJF7CPZVK5U3","Cat",0,"1"
"A164E8S4ZS0APL","Cat",0,"1"
"ABGFBUCWV7C23","Cat",0,"1"
"A30N7QXF4W4VCM","Cat",0,"1"
"A3K5HNLPS3F0I8","Dog",0,"1"
"A33LYSCQQU1YDJ","Cat",0,"1"
"A1VSHM4NLZ705D","Cat",0,"1"
"A21D9YDJU8K2QI","Cat",1,"1"
"A3DUPRZSMU9W5R","Dog",0,"1"
"A2G54R18A85SRG","Dog",0,"1"
"A1FNA7IS6HB59","Dog",1,"1"
