"workerId","MostAttach","Compliance","time"
"AFW7CMNKDWXZC","Dog",1,"1"
"A3DRYZ95VDUDK","Dog",0,"1"
"A2J9BA9L4DYHHC","Cat",0,"1"
"A17T6TVHCLK3MH","Dog",0,"1"
"A3JBAUWN5T7E0Q","Dog",0,"1"
"A2GFU1QB3HGIX7","Dog",0,"1"
"A20W9ZCV1YTGEM","Cat",0,"1"
"AY7WPVKHVNBLG","Dog",0,"1"
"AZGCL10EE00OU","Dog",1,"1"
"A248QG4DPULP46","Cat",1,"1"
"A1JJNB108BPMRN","Dog",0,"1"
"A2CTUC9T6QF10J","Cat",0,"1"
"ASI2B6A3Y556Z","Dog",0,"1"
"A3VENK02U0X16N","Cat",0,"1"
"A1ZKHIYE8I3OCB","Cat",1,"1"
"A130UW3VJCW7A0","Cat",0,"1"
"A2CGWTPVLAYRTO","Dog",0,"1"
"A1XK77VP2S13YC","Cat",0,"1"
"A3HXCMU4MOPSQI","Dog",0,"1"
"A1VF3WAZ8YS8K2","Dog",0,"1"
"A3O2F1IGDUKEC","Dog",0,"1"
"A1N5DHXGRDN2YT","Dog",1,"1"
"A32YYM8WVR8B7S","Dog",1,"1"
"A2RINH8P33GL6H","Dog",0,"1"
"A372RONRIOLZM4","Dog",0,"1"
"AA06VO3XJ6KZZ","Dog",1,"1"
"A1U3I75OPL8UZA","Dog",0,"1"
"A2IBCQAQ5FRRTP","Cat",1,"1"
"A3HFSMFL67XNVO","Dog",0,"1"
"AEFE78VGZFKRY","Cat",0,"1"
"A2VAHYA3TID4LV","Dog",1,"1"
"A1J1PWS99LFVPL","Dog",1,"1"
"A28SYXQL3YOKVL","Dog",0,"1"
"AC00AMU93QF4W","Cat",1,"1"
"A24WQ0ZEGXHX6J","Cat",0,"1"
"AR8AGQVBAQ488","Dog",0,"1"
"AUFOO8PU2BK37","Cat",0,"1"
"A3UDUHUVFKD833","Dog",0,"1"
"A1EH9BPKYXFBS5","Cat",0,"1"
"A17CDG46NHCK9K","Dog",1,"1"
"APDZ10TRIR1Q9","Dog",0,"1"
"A13QNZQ6JAI4YJ","Cat",0,"1"
"A3H35QRODK1C4K","Cat",0,"1"
"A1EQ1LHEEIQ3UA","Dog",0,"1"
"A2CK0OXMPOR9LE","Dog",0,"1"
"A3C8NUIBNZYMT2","Dog",0,"1"
"A1AYQ8E01NSY5Z","Dog",0,"1"
"AMHUDJ44HF1ZH","Dog",0,"1"
"AL7TCWU718E5W","Dog",0,"1"
"A1L3937MY09J3I","Cat",0,"1"
"A37Z5PZ4B7VO49","Cat",0,"1"
"A38DHLB88V8DL8","Dog",1,"1"
"A3GWRDHAURRNK6","Dog",1,"1"
"A2WYLOXPCI712D","Dog",1,"1"
"A2T3K8L97B30RW","Cat",0,"1"
"A3TP7NJZHR6WZ1","Cat",0,"1"
"A11P1OS26E6AMO","Dog",0,"1"
"A2EJ06OGI9671Q","Cat",0,"1"
"A1OPGPTQJ48XOY","Dog",0,"1"
"A2WUXZOY4CRF5R","Cat",0,"1"
"A2LAMCJLVCRQ4T","Dog",0,"1"
"A397HP5TSIF2LO","Cat",0,"1"
"AA4O2W236E3FW","Dog",0,"1"
"AFK9ALQK5GPNG","Cat",0,"1"
"A24ZP6TOKYBSQS","Dog",1,"1"
"A4I69DE7BI20I","Dog",0,"1"
"A22LZ62E0UC4VL","Cat",0,"1"
"A3PC7DYXJW4I2Z","Dog",0,"1"
"A2APG8MSLJ6G2K","Dog",1,"1"
"A2EI075XZT9Y2S","Dog",0,"1"
"A2XRYF0L5ACD2E","Cat",0,"1"
"A26LOVXF4QZZCO","Dog",0,"1"
"A38I0E8UK53ME5","Dog",0,"1"
"AYCHPTQRYDT7G","Dog",0,"1"
"A3G8OON0TDPN1E","Dog",0,"1"
"A3CI73EFDLS3OF","Dog",0,"2"
"A320QA9HJFUOZO","Cat",0,"2"
"A3AEU131BOFE9C","Dog",0,"2"
"A3KP8KFGG6734Q","Dog",0,"2"
"A248QG4DPULP46","Cat",1,"2"
"A3EZ3BRM1C5WKV","Dog",1,"2"
"AXJ1PE87PD0KK","Cat",0,"2"
"AMTTB8JUWRRM7","Cat",0,"2"
"A1L3937MY09J3I","Cat",0,"2"
"A3G8OON0TDPN1E","Dog",0,"2"
"A26NGLGGFTATVN","Dog",1,"2"
"AJRY9ALX8069Y","Cat",1,"2"
"AAYL7UAXO9E4T","Dog",0,"2"
"AYY7JSAD0SGXL","Cat",0,"2"
"A3UF6XXFFRR237","Dog",0,"2"
"ACJ6NSCIWMUZI","Dog",0,"2"
"A1P6OXEJ86HQRM","Dog",0,"2"
"A13DD9WSQZ2D2M","Dog",0,"2"
"A3FYWUZK52IC2J","Dog",0,"2"
"A3FTR5MN7ZLS8M","Dog",0,"2"
"A1L69N4ECWU93U","Cat",0,"2"
"A2VFEDAK5C1E1O","Dog",1,"2"
"AJNQ2PBD07FKE","Dog",0,"2"
"A1ZQ7A1CUV6RD8","Cat",0,"2"
"A1LRJ4U04532TM","Cat",0,"2"
"A2JCK494NV7TFX","Dog",0,"2"
"A2MOC4PTJYY15B","Cat",0,"2"
"A2K607J3Z68WRR","Dog",0,"2"
"A4IH4CO046EV3","Dog",0,"2"
"A1ONTPD4RQHVYK","Dog",0,"2"
"A30CVB0SLB9OLN","Cat",0,"2"
"A3819RK0CXM0T9","Dog",0,"2"
"A36U69I2XHMZ46","Dog",0,"2"
"A1P47Q6LZPLQ6P","Dog",0,"2"
"A1PTH9KTRO06EG","Dog",0,"2"
"A4HQEI5GW8KM2","Dog",1,"2"
"A2QQFGD7K7AHK8","Cat",1,"2"
"A2EED3HLTA96CP","Cat",0,"2"
"A2W5BVSBD1G08A","Dog",0,"2"
"A2H8HVANGF4A58","Cat",0,"2"
"A235G4AYMLOO9","Dog",0,"2"
"A1BPBUD67XIJXM","Cat",1,"2"
"A2NDRGZ8OBLKSF","Dog",1,"2"
"AJQGWGESKQT4Y","Dog",0,"2"
"A1J8TVICSRC70W","Dog",1,"2"
"A1UCB0D27PY623","Cat",0,"2"
"A3PRZRK9IC5CBI","Cat",0,"2"
"A1GD7ISOXO1XFZ","Cat",0,"2"
"A1DZMZTXWOM9MR","Cat",0,"2"
"A371H3PQPR2Z8J","Cat",0,"2"
"A2E2UARVOVDR9Y","Cat",0,"2"
"A1OPGPTQJ48XOY","Dog",0,"2"
"AA8PZKO9XGCKO","Cat",0,"2"
"A3QDBNW2H8EMFW","Dog",1,"2"
"AMHUDJ44HF1ZH","Dog",0,"2"
"A2XQ3CFB5HT2ZQ","Dog",1,"2"
"AQYYBOOF0846O","Dog",0,"2"
"A32YYM8WVR8B7S","Dog",0,"2"
"AU7A3QNJF3O00","Dog",0,"2"
"AOJF7CPZVK5U3","Cat",0,"2"
"A39GADIK8RLMVC","Dog",1,"2"
"A1KFUXSVGSHL5Z","Dog",1,"2"
"A1HKB73TUJ5Z42","Dog",1,"2"
"A2DX9PJPZFJ2WW","Dog",0,"2"
"A39N2R47D03TZD","Dog",1,"2"
"A38DHLB88V8DL8","Dog",1,"2"
"A3AY0315YWWNXY","Dog",1,"2"
"A110KENBXU7SUJ","Cat",0,"2"
"A1C7XI68SED8JE","Cat",0,"2"
"A1OKMU27HBN9T3","Cat",0,"2"
"A28SYXQL3YOKVL","Dog",0,"2"
"A3O5RKGH6VB19C","Dog",0,"2"
"A1JI19KPIVNL3Y","Cat",0,"2"
"A2OBQ9KZ4GIHUG","Cat",0,"2"
"A3AIRKDB2DMC7U","Dog",1,"2"
"A2JP9IKRHNLRPI","Cat",0,"2"
"A2WJMGV0HKQG3Z","Dog",1,"2"
"A51U5BEIC5XVR","Dog",0,"2"
"A2RINH8P33GL6H","Dog",1,"2"
"A3W0XQNUAF0RWJ","Dog",1,"2"
"A3H35QRODK1C4K","Cat",0,"2"
"A2DSSNN45FH4PG","Dog",0,"2"
"ALF9AAZGQP4K5","Dog",0,"2"
"A1LFOS4GL90HWU","Dog",0,"2"
"A3GWRDHAURRNK6","Dog",0,"2"
"A2Q7BWWDXGQJQR","Dog",0,"2"
"A36HFMF9Z4BGS8","Dog",0,"2"
"A3DUPRZSMU9W5R","Dog",0,"2"
"A30EI064NHQEQO","Cat",1,"2"
"AIL7AUHB1IVAW","Dog",1,"2"
"AYCHPTQRYDT7G","Dog",0,"2"
"A2LAMCJLVCRQ4T","Dog",0,"2"
"A2C7A6E70NYNUI","Cat",1,"2"
"AV5FCKI1TTSKR","Cat",0,"2"
"AY20GP97EYIOU","Dog",1,"2"
"A1EJ4HA4K85PBJ","Dog",0,"2"
"A2APG8MSLJ6G2K","Dog",1,"2"
"A1PKCBFB4QY19G","Cat",0,"2"
"A2PTTSUG7NF42Q","Dog",0,"2"
"A22LZ62E0UC4VL","Cat",0,"2"
"A30N7QXF4W4VCM","Cat",0,"2"
"A17OSPGV41FZ7P","Cat",0,"2"
"A2C73Y1COWCA51","Cat",1,"2"
"A2LR1HKNOVDTJ8","Cat",0,"2"
"A1SX9DT3XHX845","Cat",0,"2"
"A1362Z1A98OYI0","Dog",0,"2"
"A25ZA4IBIEZGNC","Cat",0,"2"
"ANPKT83QAFZS4","Cat",1,"2"
"A26RO8GGTQAXGG","Cat",0,"2"
"A18DXQDAY3A7DB","Dog",1,"2"
"A20W9ZCV1YTGEM","Cat",0,"2"
"A9LSEP71DNP4O","Dog",0,"2"
"AN9MVFWRCF2OP","Dog",0,"2"
"A3VENK02U0X16N","Cat",0,"2"
"A1BWS5AD2T4NIR","Dog",1,"2"
"A20IA63WXHF683","Cat",0,"2"
"ANFU1VR457XZ5","Cat",0,"2"
"A38TZK07ON180S","Dog",0,"2"
"A3LT7W355XOAKF","Cat",0,"2"
"A13FUEPWBCLBUY","Cat",0,"2"
"A3QNCW3LR2AVOV","Cat",1,"2"
"A2OVX9UW5WANQE","Dog",0,"2"
"A6BT4LGS56TC1","Dog",0,"2"
"AIHHRINW9IN1I","Dog",0,"2"
"A35QZFRG4FKK3Z","Dog",0,"2"
"AP9WIQ4P78XLH","Cat",0,"2"
"A3BGCHI2LSGHMQ","Cat",0,"2"
"ADXRJFEHIDXRE","Cat",0,"2"
"AD14EQ9O9JKRI","Cat",0,"2"
"A2A1FS0KVLJ9ZT","Cat",1,"2"
"A298AYDS89U2HF","Dog",0,"2"
"A1G452MFAS690B","Cat",0,"2"
"A22KRF782ELLB0","Cat",0,"2"
"A3UJSDFJ9LBQ6Z","Dog",0,"2"
"A3RDH0U2H6JCBC","Cat",0,"2"
"A1HIFA234B4LTH","Dog",0,"2"
"AAASQIW3J32OL","Cat",0,"2"
"A33L61XKPX76DB","Cat",1,"2"
"A2VR26FH6ZRMWF","Cat",0,"2"
"AE363E5ESWSXJ","Dog",0,"2"
"A2F5AZQ55LXHKT","Dog",0,"2"
"A3B4CNX1GH6O54","Dog",0,"2"
"A14R4LVM677HIN","Dog",1,"2"
"A397HP5TSIF2LO","Cat",0,"2"
"A10YS8AVLQWUZZ","Cat",1,"2"
"A2EJ06OGI9671Q","Cat",0,"2"
"A1BNEJ2Q76JNF3","Cat",0,"2"
"A111ERBYMJ3IAA","Cat",0,"2"
"A2WUXZOY4CRF5R","Cat",0,"2"
"A87D3K9YVKTQ7","Dog",1,"2"
"A1TBRQBLEJI3O5","Dog",0,"2"
"A1PR75OOJOLBA2","Cat",0,"2"
"A2G5J5BO3G76O8","Dog",1,"2"
"AHXZR2MEZEVOW","Cat",0,"2"
"A2A91NSJ5LMGOT","Dog",0,"2"
"A3FY6THWKRYN9M","Dog",0,"2"
"A2OVWCQ4B9AHFY","Cat",0,"2"
"AL8KOIH1DJ7D9","Cat",0,"2"
"A2WYLOXPCI712D","Dog",1,"2"
"A2I3IM3RJO2OL0","Dog",0,"2"
"A2PSR3CMNR1R9X","Dog",0,"2"
"ASL9DJYE4F92C","Dog",0,"2"
"AC53GS6RNZLVE","Cat",0,"2"
"A1RT9SQ9D9DLOV","Dog",0,"2"
"A2EI075XZT9Y2S","Dog",0,"2"
"A14EYTLSMJRPUK","Dog",0,"2"
"A254R700WJ37YA","Dog",1,"2"
"A38E0LSBY662SJ","Dog",0,"2"
"A1EUBMQ86K32XE","Dog",1,"2"
"A37Z5PZ4B7VO49","Cat",0,"2"
"A3JBAUWN5T7E0Q","Dog",0,"2"
"A3UDUHUVFKD833","Dog",1,"2"
"A3DRYZ95VDUDK","Dog",0,"2"
"A3D2U4QF7821ZW","Cat",0,"2"
"A1OAR421WY7JR3","Cat",0,"2"
"A37AWU2VH1ZIXX","Dog",1,"2"
"ANVXAMUEBGV8N","Cat",0,"2"
"A31BFQ3V5CLBGH","Dog",0,"2"
"A3B9OZQTE4US3T","Dog",1,"2"
"A8C3WNWRBWUXO","Dog",0,"2"
"AQOXSP4W3ITSW","Cat",0,"2"
"A22VLXXVIEJSD1","Dog",0,"2"
"A33ZLN05SVEI66","Dog",0,"2"
"A2TUUIV61CR0C7","Dog",0,"2"
"A2ERVMLDRFQH5X","Cat",0,"2"
"ARI1EMAHUA9PO","Cat",0,"2"
"A32AFV5GNN54WX","Dog",0,"2"
"A2223XYV804AY7","Cat",0,"2"
"AZ79FR04OLJX8","Dog",1,"2"
"A38I0E8UK53ME5","Dog",1,"2"
"A20XJDZ9VQPAHK","Cat",1,"2"
"AS4FVWL91C6HR","Dog",1,"2"
"A1F9KLZGHE9DTA","Cat",0,"2"
"AO1QGAUZ85T6L","Cat",0,"2"
"ABGFBUCWV7C23","Cat",1,"2"
"A1L2N1X8U8Z3W7","Dog",0,"2"
"A25OK203N0QYH2","Cat",1,"2"
"AU5RW3OQBKMU7","Dog",0,"2"
"A1F34ZP6YNI98F","Cat",1,"2"
"A2C4R0TBPZGWTD","Cat",0,"2"
"A2HM5WU1XILZJ1","Dog",0,"2"
"A1BNYBF79IQ89T","Dog",1,"2"
"A2FO6J0H70OW05","Dog",1,"2"
"A3TP06ZKSDOPAO","Cat",0,"2"
"AXPZAP62ZYWP8","Dog",1,"2"
"A12IHTKQFQIPD1","Dog",1,"2"
"AZ8KL6F16ZS7G","Dog",0,"2"
"A2T3K8L97B30RW","Cat",0,"2"
"A2RBG0G82ULSZC","Dog",0,"2"
"A1E77HZO63E334","Cat",0,"2"
"A10249252O9I20MRSOBVF","Dog",0,"2"
"A26LOVXF4QZZCO","Dog",0,"2"
"A2WYCY1FMQOD5F","Dog",0,"2"
"A3DS5B06ZCD3E3","Cat",1,"2"
"A1ZKHIYE8I3OCB","Cat",0,"2"
"A1V5VJE32G7HDE","Dog",1,"2"
"AS4NIEQJWCG3M","Cat",0,"2"
"A3KQEFX15OV461","Cat",0,"2"
"A21D9YDJU8K2QI","Cat",0,"2"
"A18QKM5Z69TLS","Dog",0,"2"
"A3AGU4FBSDDVYS","Cat",0,"2"
"A2W0G89O7E9EFO","Cat",0,"2"
"A3ABAYPIXFEJ7O","Dog",1,"2"
"A88DXNDGDUWEN","Cat",0,"2"
"A39PRBPSKA7A49","Dog",0,"2"
"A1EH9BPKYXFBS5","Cat",1,"2"
"A3QN9B9ZS1CWWM","Dog",1,"2"
"A31P9Z3VBQM1PB","Cat",0,"2"
"A2GXHECU31O81V","Cat",0,"2"
"A372RONRIOLZM4","Dog",0,"2"
"A1B1DPJRVIAV3L","Dog",1,"2"
"A115BHSWY8R1KU","Dog",0,"2"
"AG7G6ZGG73JP7","Cat",0,"2"
"A38E7RFKL5PDFP","Dog",1,"2"
"A1EQLY98F5PJYP","Dog",0,"2"
"A1RL6LTB8DSNVE","Cat",0,"2"
"A2LAE5LO34AK","Cat",1,"2"
"A2YFTTVAH9AFXU","Dog",0,"2"
"A3HC7AQFCYT5GJ","Dog",1,"2"
"A24WQ0ZEGXHX6J","Cat",0,"2"
"A3RLCGRXA34GC0","Dog",0,"2"
"A130P4M9JPT4YA","Dog",1,"2"
"A3KVKK1XLBTSN3","Dog",0,"2"
"A2CTUC9T6QF10J","Cat",0,"2"
"A1X2J73SSA05TD","Cat",0,"2"
"A9MGD6PRW1N7K","Cat",0,"2"
"A36MOV8E6SYHCR","Cat",1,"2"
"A25ZOL1H79DW0P","Dog",1,"2"
"A1JJNB108BPMRN","Dog",1,"2"
"A2TKFZQRNAZS1L","Cat",0,"2"
"A1VF3WAZ8YS8K2","Dog",0,"2"
"A13QNZQ6JAI4YJ","Cat",0,"2"
"A4I69DE7BI20I","Dog",0,"2"
"AMXYSR7Y0JNSR","Dog",1,"2"
"A163J5TEJBO43B","Cat",0,"2"
"A3CTXWISODY7D8","Cat",0,"2"
"A3EU5MDWHNWZO4","Dog",1,"2"
"AWQP20VVZBLSF","Dog",1,"2"
"A1U3I75OPL8UZA","Dog",0,"2"
"A24BRTWG07T53Z","Dog",0,"2"
"A2N6FYJAL406AF","Dog",0,"2"
"A2ZDXFFGSPHGBE","Cat",1,"2"
"A1DS5O8MSI3ZH0","Cat",0,"2"
"A2IQ0QCTQ3KWLT","Dog",0,"2"
"A1TD88JHBU0VET","Cat",0,"2"
"A3C8NUIBNZYMT2","Dog",0,"2"
"A2GRWJOOSAT94F","Cat",0,"2"
"A1B14CS9DW7008","Cat",0,"2"
"AA4O2W236E3FW","Dog",0,"2"
"AN2TLMRZF7DW8","Cat",0,"2"
"A1ARVYX1OWJRUK","Dog",0,"2"
"A3IU2E7QCWYEZI","Dog",0,"2"
"A1C3EDF8Y07YET","Dog",0,"2"
"A3L1DZWXQFWB90","Dog",0,"2"
"A3IGWYBMJ5NBBJ","Cat",0,"2"
"A23NUJAGS4J5N","Dog",0,"2"
"AUFOO8PU2BK37","Cat",0,"2"
"AGRKG3YT3KMD8","Cat",1,"2"
"A2AGU9ANONDYTS","Cat",0,"2"
"A25CZJEFKXF4UV","Dog",0,"2"
"AWDU600NXZ26L","Dog",1,"2"
"AZMEJXNF0ZRPV","Cat",0,"2"
"AFW7CMNKDWXZC","Dog",1,"2"
"A2Z4ITRZP76ID1","Dog",1,"2"
"AURYD2FH3FUOQ","Dog",0,"2"
"AXVL79LAL2OPX","Dog",1,"2"
"AK1Y09TWU3IQ6","Cat",0,"2"
"ASI2B6A3Y556Z","Dog",0,"2"
"A82VN0BRUIMNO","Dog",1,"2"
"A1P8TUHKN8M62X","Dog",1,"2"
"A3JRVW867JTPT9","Cat",0,"2"
"A36P1ZQ0GYF567","Dog",1,"2"
"ASYFM140OEZZ9","Dog",0,"2"
"A3O2F1IGDUKEC","Dog",0,"2"
"A3K5HNLPS3F0I8","Dog",0,"2"
"A3UN1F1EOHKKE6","Cat",0,"2"
"A2EMTSJS47K8SU","Dog",0,"2"
"A2XRYF0L5ACD2E","Cat",0,"2"
"A1P458P1C6JOXP","Dog",0,"2"
"A3KWA2HVFR4VZO","Cat",0,"2"
"A3KCG6O1OOK3Y5","Dog",1,"2"
"A3PK3Z1LPKK4KV","Dog",0,"2"
"A1MJX6Q6BTWA6","Dog",1,"2"
"A2M59R65OZRNNX","Dog",0,"2"
"A1FNA7IS6HB59","Dog",1,"2"
"AMG9Y1YLBTKIV","Dog",0,"2"
"A3PC7DYXJW4I2Z","Dog",0,"2"
"A2J9BA9L4DYHHC","Cat",0,"2"
"A2GFU1QB3HGIX7","Dog",0,"2"
"A2MDFKOD2G3R4D","Cat",0,"2"
"A3NKBB58VQJY9Z","Dog",1,"2"
"A2O7LNRIBPIHAF","Dog",0,"2"
"A1CSHXVJJ8BPHH","Dog",0,"2"
