"workerId","MostAttach","Compliance","time"
"A3TP7NJZHR6WZ1","Cat",0,"2"
"A3ZWMVK6GNTJ8","Dog",0,"2"
"A27F3CFU0GK2OO","Dog",0,"2"
"A2FARB7LA24AU8","Cat",0,"2"
"AJUBNSU16BHOE","Dog",0,"2"
"A2DVJ6OMVVYTC7","Dog",0,"2"
"ADJNEKYVF2F8Q","Cat",1,"2"
"A1XX90HXW1PG8E","Dog",1,"2"
"A2ARBS1CHRQFNL","Dog",0,"2"
"A16QTQ08VJZB7V","Dog",1,"2"
"A4XZS2EY43OLT","Dog",0,"2"
"AF033TO8ZZ42K","Dog",1,"2"
"AW5O1RK3W60FC","Cat",1,"2"
"AGBCI77TO20G7","Dog",1,"2"
"A25R725Y3Y1IVV","Dog",1,"2"
"AKU98LCT727Z4","Dog",0,"2"
"A1NMYQY4IRFUZ0","Cat",1,"2"
"A2LZ0TBYJ91GYQ","Dog",0,"2"
"A1RDRK3QTM7U96","Cat",1,"2"
"A2P76QVLSGJR45","Dog",0,"2"
"A1M2C19J1J2SNU","Dog",0,"2"
"A2MEM0P4XT9PN7","Dog",0,"2"
"A1XK77VP2S13YC","Cat",0,"2"
"A2HHKBW8HQWI66","Dog",0,"2"
"A1LXW53Z5S9XG","Cat",0,"2"
"A2RCYLKY072XXO","Dog",0,"2"
"A3RUUTINBKU8YE","Dog",0,"2"
"A2RHE12CJSKCRE","Cat",0,"2"
"AW02W1A865GT4","Cat",0,"2"
"AGCTV5JJ8N4SG","Dog",1,"2"
"ANPCXN619ACW9","Dog",0,"2"
"A26BQ33MHKVYFB","Cat",0,"2"
"A1R0689JPSQ3OF","Dog",0,"2"
"A1GMVCWXQPG8ZR","Dog",0,"2"
"A11ZX9XUANWSAU","Dog",0,"2"
"A2CFE6AZS73RNS","Dog",0,"2"
"AAS0V105QISPM","Cat",0,"2"
"A9IVKB32DAYBS","Dog",1,"2"
"A2RR04JS69Z5LE","Cat",0,"2"
"A22EBXRMK6TOTJ","Cat",0,"2"
"AY7WPVKHVNBLG","Dog",0,"2"
"AZGCL10EE00OU","Dog",1,"2"
"A2N8FYNKM133KF","Cat",0,"2"
"A2W5MSZP0O4Y2P","Cat",0,"2"
"AR8AGQVBAQ488","Dog",0,"2"
"A1I72NHC21347A","Dog",1,"2"
"A1PAMVTKGCXSWQ","Dog",0,"2"
"AKHYHJIQNGWIL","Dog",0,"2"
"A2QX3YJXAAHHVV","Dog",1,"2"
"A2Y2AZ8DBFU47Q","Cat",0,"2"
"A3DAJROQC1BLNI","Cat",0,"2"
"AL7TCWU718E5W","Dog",1,"2"
"A2C4R0TBPZGWTD","Cat",0,"3"
"AW0225ONUAPO5","Cat",0,"3"
"AJNQ2PBD07FKE","Dog",0,"3"
"AJRY9ALX8069Y","Cat",1,"3"
"A1M2C19J1J2SNU","Dog",0,"3"
"A39PRBPSKA7A49","Dog",0,"3"
"A345VDWYMDWTGD","Cat",0,"3"
"A171S8E9IFSHH2","Dog",0,"3"
"AURYD2FH3FUOQ","Dog",0,"3"
"AN9MVFWRCF2OP","Dog",0,"3"
"A2OBQ9KZ4GIHUG","Cat",0,"3"
"A1GMVCWXQPG8ZR","Dog",0,"3"
"AC53GS6RNZLVE","Cat",0,"3"
"A3B9OZQTE4US3T","Dog",0,"3"
"A3TP06ZKSDOPAO","Cat",0,"3"
"A3EZ3BRM1C5WKV","Dog",1,"3"
"A19OCD2Q0K2U6M","Dog",0,"3"
"A3O5RKGH6VB19C","Dog",0,"3"
"A1P6OXEJ86HQRM","Dog",0,"3"
"A1F4TB5AD4LKLO","Dog",1,"3"
"A2P76QVLSGJR45","Dog",1,"3"
"A2TUUIV61CR0C7","Dog",0,"3"
"A1VF3WAZ8YS8K2","Dog",0,"3"
"A2INXY39KBM92F","Dog",0,"3"
"A394JO4NEPCY3M","Dog",0,"3"
"A1PTH9KTRO06EG","Dog",0,"3"
"A1F9KLZGHE9DTA","Cat",0,"3"
"A3JBAUWN5T7E0Q","Dog",0,"3"
"A3H35QRODK1C4K","Cat",0,"3"
"A1L69N4ECWU93U","Cat",0,"3"
"A1LRJ4U04532TM","Cat",0,"3"
"A2VNSNAN1LZBAM","Dog",0,"3"
"A1HKB73TUJ5Z42","Dog",0,"3"
"AR8AGQVBAQ488","Dog",0,"3"
"A1DZMZTXWOM9MR","Cat",0,"3"
"ACJ6NSCIWMUZI","Dog",1,"3"
"A2LR1HKNOVDTJ8","Cat",0,"3"
"A39N2R47D03TZD","Dog",1,"3"
"AAASQIW3J32OL","Cat",0,"3"
"AL8KOIH1DJ7D9","Cat",0,"3"
"AIHHRINW9IN1I","Dog",0,"3"
"A1HWB810RJBV2K","Dog",1,"3"
"A30HUZHJBOX1LK","Dog",0,"3"
"A3KVKK1XLBTSN3","Dog",0,"3"
"A36P1ZQ0GYF567","Dog",0,"3"
"A3AIRKDB2DMC7U","Dog",0,"3"
"A25OK203N0QYH2","Cat",0,"3"
"A2VU8AC7MY3721","Cat",0,"3"
"A1VSHM4NLZ705D","Cat",0,"3"
"A9IVKB32DAYBS","Dog",1,"3"
"A24ZP6TOKYBSQS","Dog",1,"3"
"AA06VO3XJ6KZZ","Dog",0,"3"
"A3UF6XXFFRR237","Dog",0,"3"
"ALF9AAZGQP4K5","Dog",0,"3"
"A22KRF782ELLB0","Cat",0,"3"
"A3QDBNW2H8EMFW","Dog",0,"3"
"A1BWS5AD2T4NIR","Dog",1,"3"
"A25IP77YL8UE9R","Dog",1,"3"
"A4IH4CO046EV3","Dog",0,"3"
"A2A1FS0KVLJ9ZT","Cat",1,"3"
"A2RBG0G82ULSZC","Dog",0,"3"
"AU7A3QNJF3O00","Dog",0,"3"
"A2NG2CCBMVEBIA","Cat",0,"3"
"A3DUPRZSMU9W5R","Dog",0,"3"
"A38TZK07ON180S","Dog",0,"3"
"AP9WIQ4P78XLH","Cat",0,"3"
"A3LT7W355XOAKF","Cat",0,"3"
"A2WJMGV0HKQG3Z","Dog",1,"3"
"A3G8OON0TDPN1E","Dog",0,"3"
"AE363E5ESWSXJ","Dog",0,"3"
"A130P4M9JPT4YA","Dog",0,"3"
"A2FO6J0H70OW05","Dog",0,"3"
"A23KH0CK7RRUGX","Dog",1,"3"
"A2DVJ6OMVVYTC7","Dog",0,"3"
"A3RDH0U2H6JCBC","Cat",0,"3"
"A26NGLGGFTATVN","Dog",1,"3"
"A2J7PEUIO2WVUN","Dog",0,"3"
"A320QA9HJFUOZO","Cat",0,"3"
"A2MDFKOD2G3R4D","Cat",0,"3"
"A1CRE2Z623JZ6V","Cat",0,"3"
"A3QN9B9ZS1CWWM","Dog",0,"3"
"A1X2J73SSA05TD","Cat",0,"3"
"A3F51C49T9A34D","Dog",0,"3"
"A1BPBUD67XIJXM","Cat",1,"3"
"A2223XYV804AY7","Cat",0,"3"
"A2CTUC9T6QF10J","Cat",0,"3"
"A22LZ62E0UC4VL","Cat",0,"3"
"A3GWRDHAURRNK6","Dog",0,"3"
"A1BNEJ2Q76JNF3","Cat",0,"3"
"A2H8HVANGF4A58","Cat",0,"3"
"A2FARB7LA24AU8","Cat",1,"3"
"A2EED3HLTA96CP","Cat",0,"3"
"A1LFOS4GL90HWU","Dog",0,"3"
"A3QNCW3LR2AVOV","Cat",1,"3"
"A2T3K8L97B30RW","Cat",0,"3"
"A2ERVMLDRFQH5X","Cat",0,"3"
"A9LSEP71DNP4O","Dog",0,"3"
"ADZ3Q03KIOIWF","Dog",0,"3"
"A3AGU4FBSDDVYS","Cat",0,"3"
"A2W0G89O7E9EFO","Cat",0,"3"
"A23A1WMFNPETYQ","Cat",0,"3"
"ASL9DJYE4F92C","Dog",0,"3"
"A1PKCBFB4QY19G","Cat",0,"3"
"A12IHTKQFQIPD1","Dog",1,"3"
"AFW7CMNKDWXZC","Dog",1,"3"
"ARI1EMAHUA9PO","Cat",1,"3"
"A87D3K9YVKTQ7","Dog",1,"3"
"A2QQFGD7K7AHK8","Cat",0,"3"
"AS4FVWL91C6HR","Dog",1,"3"
"A37X1GHLB2HCX7","Cat",1,"3"
"A3KQEFX15OV461","Cat",0,"3"
"A36U69I2XHMZ46","Dog",0,"3"
"A2EI075XZT9Y2S","Dog",0,"3"
"ASI2B6A3Y556Z","Dog",0,"3"
"A3HE75FVA00JSF","Dog",0,"3"
"AU5RW3OQBKMU7","Dog",0,"3"
"A11DJHOJ5CEV4A","Cat",1,"3"
"A28SYXQL3YOKVL","Dog",0,"3"
"A3B4CNX1GH6O54","Dog",0,"3"
"A25R2OI9L2Q1OW","Cat",0,"3"
"AA8PZKO9XGCKO","Cat",1,"3"
"A38I0E8UK53ME5","Dog",0,"3"
"A1J8TVICSRC70W","Dog",1,"3"
"A38E7RFKL5PDFP","Dog",1,"3"
"A1SX9DT3XHX845","Cat",0,"3"
"AO1QGAUZ85T6L","Cat",1,"3"
"A1DS5O8MSI3ZH0","Cat",0,"3"
"A25KM5DM1Z09ZN","Dog",1,"3"
"AYY7JSAD0SGXL","Cat",0,"3"
"A22VLXXVIEJSD1","Dog",1,"3"
"A110KENBXU7SUJ","Cat",0,"3"
"A30N7QXF4W4VCM","Cat",0,"3"
"A3NQK6VK36A4GA","Dog",1,"3"
"A2EMTSJS47K8SU","Dog",0,"3"
"A2N6FYJAL406AF","Dog",0,"3"
"A2XHWUU4JFADZ8","Dog",0,"3"
"A1ZQ7A1CUV6RD8","Cat",0,"3"
"A20XJDZ9VQPAHK","Cat",0,"3"
"AZ79FR04OLJX8","Dog",1,"3"
"A21D9YDJU8K2QI","Cat",1,"3"
"A26RO8GGTQAXGG","Cat",0,"3"
"A1PHDT66U6IK4Q","Cat",1,"3"
"A3K5HNLPS3F0I8","Dog",0,"3"
"A24WQ0ZEGXHX6J","Cat",0,"3"
"A3DS5B06ZCD3E3","Cat",1,"3"
"AJUBNSU16BHOE","Dog",0,"3"
"AQOXSP4W3ITSW","Cat",0,"3"
"A1ZKHIYE8I3OCB","Cat",0,"3"
"AJQGWGESKQT4Y","Dog",0,"3"
"A1EJ4HA4K85PBJ","Dog",0,"3"
"A2GRWJOOSAT94F","Cat",1,"3"
"ANFU1VR457XZ5","Cat",0,"3"
"A33ZLN05SVEI66","Dog",0,"3"
"A2WYCY1FMQOD5F","Dog",1,"3"
"A3DRYZ95VDUDK","Dog",0,"3"
"A1MJX6Q6BTWA6","Dog",1,"3"
"A111ERBYMJ3IAA","Cat",0,"3"
"A2DSSNN45FH4PG","Dog",1,"3"
"A3AY0315YWWNXY","Dog",0,"3"
"A31BFQ3V5CLBGH","Dog",0,"3"
"A1AF25FCVKC87X","Cat",0,"3"
"A38E0LSBY662SJ","Dog",0,"3"
"A2H4SM7PEAK10H","Dog",0,"3"
"A25CZJEFKXF4UV","Dog",1,"3"
"A38DHLB88V8DL8","Dog",1,"3"
"A2ND52KJ1AIYEK","Cat",0,"3"
"AXVL79LAL2OPX","Dog",1,"3"
"A88DXNDGDUWEN","Cat",0,"3"
"AC00AMU93QF4W","Cat",1,"3"
"AZ8KL6F16ZS7G","Dog",0,"3"
"A3UN1F1EOHKKE6","Cat",0,"3"
"A32YYM8WVR8B7S","Dog",0,"3"
"A397HP5TSIF2LO","Cat",1,"3"
"A20IA63WXHF683","Cat",0,"3"
"A20W9ZCV1YTGEM","Cat",0,"3"
"A1RT9SQ9D9DLOV","Dog",0,"3"
"A177S03J1R1CSW","Dog",1,"3"
"A1KFUXSVGSHL5Z","Dog",1,"3"
"A3F9IQB0297J9D","Cat",0,"3"
"A1RL6LTB8DSNVE","Cat",0,"3"
"A1I72NHC21347A","Dog",1,"3"
"AKHYHJIQNGWIL","Dog",0,"3"
"A2A91NSJ5LMGOT","Dog",0,"3"
"A1EH9BPKYXFBS5","Cat",0,"3"
"A3SGNO9VQJFTGE","Dog",0,"3"
"A1U3I75OPL8UZA","Dog",0,"3"
"A2TKFZQRNAZS1L","Cat",0,"3"
"A3CI73EFDLS3OF","Dog",0,"3"
"A26BQ33MHKVYFB","Cat",0,"3"
"A2W5BVSBD1G08A","Dog",0,"3"
"A2I3IM3RJO2OL0","Dog",1,"3"
"A2ARBS1CHRQFNL","Dog",0,"3"
"A2JCK494NV7TFX","Dog",0,"3"
"AUJINI09VX2RO","Cat",0,"3"
"A2LAMCJLVCRQ4T","Dog",0,"3"
"A1HIFA234B4LTH","Dog",1,"3"
"A1UCB0D27PY623","Cat",0,"3"
"A2DX9PJPZFJ2WW","Dog",0,"3"
"A1EQLY98F5PJYP","Dog",1,"3"
"A3FTR5MN7ZLS8M","Dog",0,"3"
"A2Q7BWWDXGQJQR","Dog",0,"3"
"AA4O2W236E3FW","Dog",1,"3"
"A35QZFRG4FKK3Z","Dog",0,"3"
"A32AFV5GNN54WX","Dog",0,"3"
"A10249252O9I20MRSOBVF","Dog",0,"3"
"A2C7A6E70NYNUI","Cat",0,"3"
"A1CSHXVJJ8BPHH","Dog",0,"3"
"A30EI064NHQEQO","Cat",0,"3"
"A37AWU2VH1ZIXX","Dog",0,"3"
"A2AGU9ANONDYTS","Cat",0,"3"
"A3KCG6O1OOK3Y5","Dog",1,"3"
"A1GD7ISOXO1XFZ","Cat",0,"3"
"A2C73Y1COWCA51","Cat",1,"3"
"A30CVB0SLB9OLN","Cat",0,"3"
"A2O7LNRIBPIHAF","Dog",0,"3"
"A3EU5MDWHNWZO4","Dog",1,"3"
"A2VPCWI6X1QCDF","Dog",1,"3"
"A2OVWCQ4B9AHFY","Cat",0,"3"
"A14R4LVM677HIN","Dog",0,"3"
"A365LPN3R3J2HU","Cat",0,"3"
"A3IU2E7QCWYEZI","Dog",1,"3"
"AG7G6ZGG73JP7","Cat",0,"3"
"A1LXWWKE2YB3AL","Cat",0,"3"
"A1OKMU27HBN9T3","Cat",0,"3"
"AW02W1A865GT4","Cat",1,"3"
"A31P9Z3VBQM1PB","Cat",0,"3"
"AUAN582MLI96N","Cat",0,"3"
"A3KWA2HVFR4VZO","Cat",0,"3"
"A1JI19KPIVNL3Y","Cat",0,"3"
"AMXYSR7Y0JNSR","Dog",1,"3"
"AA6RYE4V0IBKM","Dog",0,"3"
"A1OAR421WY7JR3","Cat",0,"3"
"ABGFBUCWV7C23","Cat",1,"3"
"AAOEHS9LFB8KA","Cat",0,"3"
"A1ARVYX1OWJRUK","Dog",0,"3"
"A36HFMF9Z4BGS8","Dog",0,"3"
"A18DXQDAY3A7DB","Dog",0,"3"
"AL7TCWU718E5W","Dog",1,"3"
"A372RONRIOLZM4","Dog",0,"3"
"A15EF7P9VE9KDO","Dog",0,"3"
"A371H3PQPR2Z8J","Cat",0,"3"
"A3VENK02U0X16N","Cat",0,"3"
"A3TP7NJZHR6WZ1","Cat",0,"3"
"A3CTXWISODY7D8","Cat",0,"3"
"A8C3WNWRBWUXO","Dog",0,"3"
"A3C8NUIBNZYMT2","Dog",0,"3"
"A3NKBB58VQJY9Z","Dog",1,"3"
"A36MOV8E6SYHCR","Cat",1,"3"
"A1362Z1A98OYI0","Dog",1,"3"
"AWDU600NXZ26L","Dog",1,"3"
"AZMEJXNF0ZRPV","Cat",0,"3"
"A1P47Q6LZPLQ6P","Dog",0,"3"
"AY7WPVKHVNBLG","Dog",0,"3"
"AW5O1RK3W60FC","Cat",1,"3"
"A3KP8KFGG6734Q","Dog",0,"3"
"A16QTQ08VJZB7V","Cat",1,"3"
"A4XZS2EY43OLT","Cat",1,"3"
"A2XQ3CFB5HT2ZQ","Dog",1,"3"
"A1ZD8RU6YB0VEU","Cat",0,"3"
"A4I69DE7BI20I","Cat",0,"3"
"A1C7XI68SED8JE","Cat",0,"3"
"A2K54VYAGSEL2O","Cat",1,"3"
"A1B14CS9DW7008","Cat",0,"3"
"A3ZWMVK6GNTJ8","Dog",0,"3"
"A7T06JMP6BTDS","Dog",1,"3"
"A1AYQ8E01NSY5Z","Dog",0,"3"
"A1NMYQY4IRFUZ0","Dog",1,"3"
"A2MEM0P4XT9PN7","Dog",0,"3"
"A6BT4LGS56TC1","Dog",1,"3"
"A2LZ0TBYJ91GYQ","Dog",0,"3"
"A2HM5WU1XILZJ1","Dog",0,"3"
"A2541C8MY0BYV3","Dog",1,"3"
"AK1Y09TWU3IQ6","Cat",0,"3"
"AQYYBOOF0846O","Dog",1,"3"
"AXJ1PE87PD0KK","Cat",0,"3"
"AXPZAP62ZYWP8","Dog",1,"3"
"AY20GP97EYIOU","Dog",1,"3"
"A3D2U4QF7821ZW","Cat",0,"3"
"AN2TLMRZF7DW8","Cat",0,"3"
"ADXRJFEHIDXRE","Cat",0,"3"
"A2E2UARVOVDR9Y","Cat",0,"3"
"A1L2N1X8U8Z3W7","Dog",0,"3"
"A37Z5PZ4B7VO49","Cat",0,"3"
"A115BHSWY8R1KU","Dog",0,"3"
"AGCTV5JJ8N4SG","Dog",1,"3"
"A1P8TUHKN8M62X","Dog",1,"3"
"A3RLCGRXA34GC0","Dog",0,"3"
"A3BGCHI2LSGHMQ","Cat",0,"3"
"A14EYTLSMJRPUK","Dog",0,"3"
"A2PSR3CMNR1R9X","Dog",0,"3"
"A1TBRQBLEJI3O5","Dog",0,"3"
"A24BRTWG07T53Z","Dog",0,"3"
"AOJF7CPZVK5U3","Cat",0,"3"
"A13QNZQ6JAI4YJ","Cat",0,"3"
"A1LXW53Z5S9XG","Cat",0,"3"
"A2HHKBW8HQWI66","Dog",0,"3"
"A1P458P1C6JOXP","Dog",0,"3"
"A2K9PB0U45O0MU","Cat",0,"3"
"A2WUXZOY4CRF5R","Cat",0,"3"
"A3FY6THWKRYN9M","Dog",0,"3"
"A2W5MSZP0O4Y2P","Cat",0,"3"
"A26LOVXF4QZZCO","Dog",0,"3"
"AYCHPTQRYDT7G","Dog",0,"3"
"A2VR26FH6ZRMWF","Cat",0,"3"
"A13DD9WSQZ2D2M","Dog",0,"3"
"A258COTB80Y3UZ","Cat",0,"3"
"A2K607J3Z68WRR","Dog",0,"3"
"A3HC7AQFCYT5GJ","Dog",1,"3"
"A2J9BA9L4DYHHC","Cat",0,"3"
"A18E40NA5DJQCR","Dog",1,"3"
"A2LAE5LO34AK","Cat",0,"3"
"A2XRYF0L5ACD2E","Cat",0,"3"
"A3ABAYPIXFEJ7O","Dog",1,"3"
"A3PK3Z1LPKK4KV","Dog",0,"3"
"ADJNEKYVF2F8Q","Cat",0,"3"
"A2YFTTVAH9AFXU","Dog",0,"3"
"A3UDUHUVFKD833","Dog",1,"3"
"A2Z4ITRZP76ID1","Dog",1,"3"
"AGRKG3YT3KMD8","Cat",1,"3"
"A2RHE12CJSKCRE","Cat",1,"3"
"A1EUBMQ86K32XE","Dog",1,"3"
"A2ZDXFFGSPHGBE","Cat",1,"3"
"A39GADIK8RLMVC","Dog",1,"3"
"A3774HPOUKYTX7","Dog",0,"3"
"A1R0689JPSQ3OF","Dog",0,"3"
"A10YS8AVLQWUZZ","Cat",1,"3"
"A1V5VJE32G7HDE","Dog",1,"3"
"A17OSPGV41FZ7P","Cat",0,"3"
"AAS0V105QISPM","Cat",0,"3"
"A1JJNB108BPMRN","Dog",0,"3"
"A1XK77VP2S13YC","Cat",0,"3"
"A2EJ06OGI9671Q","Cat",0,"3"
"A33LYSCQQU1YDJ","Cat",0,"3"
"A3L1DZWXQFWB90","Dog",0,"3"
"A1L3937MY09J3I","Cat",0,"3"
"A2APG8MSLJ6G2K","Dog",1,"3"
"A248QG4DPULP46","Cat",1,"3"
